pessoa_nome;pessoa_endereco;loja_nome;loja_endereco;distancia_km
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Centro";"Av. Goiás, 3547, Boa Vista, São Paulo - SP - 96021-880";"1456,8508"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Outlet";"Rua Primeiro de Maio, 4332, Jardim Europa, Rio de Janeiro - RJ - 89454-431";"1221,4508"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Outlet";"Av. João Pessoa, 4134, Industrial, Belo Horizonte - MG - 91955-239";"965,9738"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Praça da Sé, 1490, Jardim América, Belo Horizonte - MG - 44437-275";"970,3395"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Av. João Pessoa, 4069, Jardim América, Salvador - BA - 60696-715";"1028,6506"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Av. Paulista, 3360, Cidade Nova, Curitiba - PR - 67263-526";"1786,0869"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Av. Brasil, 265, Vila Rica, Rio de Janeiro - RJ - 74715-351";"1204,9066"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Shopping";"Rua Primeiro de Maio, 4913, Industrial, Porto Alegre - RS - 12239-546";"2310,6974"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Av. Paulista, 2141, Jardim América, Rio de Janeiro - RJ - 25833-530";"1205,8071"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Shopping";"Rua Direita, 2037, Santa Mônica, Porto Alegre - RS - 12184-133";"2304,1053"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Premium";"Rua Marechal Floriano, 2237, Estoril, Salvador - BA - 48333-446";"7,7390"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Outlet";"Rua José Bonifácio, 4827, Centro, São Paulo - SP - 87114-549";"1455,6543"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Av. da Praia, 4425, Cidade Nova, São Paulo - SP - 85287-158";"1476,5226"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Outlet";"Rua Marechal Floriano, 3266, Vila Rica, Rio de Janeiro - RJ - 28998-401";"1204,9574"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Outlet";"Av. Brasil, 4363, São Cristóvão, Curitiba - PR - 79704-384";"2057,8266"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Rua Primeiro de Maio, 584, Centro, Curitiba - PR - 96845-846";"1794,2662"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Express";"Av. Paulista, 4736, Cidade Nova, Salvador - BA - 86467-840";"8,3353"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Premium";"Av. Paulista, 2636, Jardim Europa, Salvador - BA - 66695-793";"8,3353"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Av. Paulista, 4485, Vila Rica, Rio de Janeiro - RJ - 52118-520";"1182,0945"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Centro";"Rua Direita, 200, Jardim Europa, Curitiba - PR - 80016-948";"1786,0869"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Express";"Praça da Sé, 2215, São Cristóvão, Curitiba - PR - 75665-892";"1790,1962"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Av. da Praia, 2616, Centro, Belo Horizonte - MG - 61220-847";"965,9831"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Centro";"Rua Primeiro de Maio, 775, Cidade Nova, São Paulo - SP - 49885-210";"1451,0685"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Premium";"Rua Marechal Floriano, 1594, Vila Rica, Rio de Janeiro - RJ - 72783-244";"1203,1415"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Shopping";"Av. Paulista, 4901, Vila Rica, Salvador - BA - 51307-333";"8,3353"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Premium";"Av. Paulista, 4806, Jardim América, Rio de Janeiro - RJ - 20122-758";"1205,8071"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Express";"Av. Paulista, 2628, Santa Mônica, Rio de Janeiro - RJ - 25785-465";"1239,5794"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Outlet";"Rua Direita, 3673, Industrial, São Paulo - SP - 45233-382";"1455,5059"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Av. Brasil, 4772, Vila Rica, Belo Horizonte - MG - 94206-670";"967,1336"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Outlet";"Av. Brasil, 737, Estoril, Porto Alegre - RS - 39791-859";"2300,8267"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Av. Goiás, 2828, Jardim Europa, Curitiba - PR - 79150-343";"1791,2258"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Outlet";"Rua Direita, 4474, Centro, São Paulo - SP - 95416-100";"1455,5198"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Outlet";"Rua Direita, 729, Boa Vista, Salvador - BA - 84876-218";"14,7071"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Express";"Av. João Pessoa, 2561, Vila Rica, Salvador - BA - 53827-722";"5,6117"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Av. Brasil, 3849, Vila Rica, São Paulo - SP - 43536-617";"1451,4656"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Centro";"Rua Direita, 2101, São Cristóvão, Salvador - BA - 27282-203";"14,1582"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Express";"Rua José Bonifácio, 3018, Cidade Nova, Curitiba - PR - 70319-317";"1696,4802"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Shopping";"Rua Direita, 1772, Jardim América, São Paulo - SP - 87407-632";"1455,5059"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Express";"Av. Goiás, 4725, Estoril, Porto Alegre - RS - 62454-476";"2305,2560"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Centro";"Av. Goiás, 1929, Centro, Porto Alegre - RS - 19772-705";"2304,6778"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Premium";"Av. João Pessoa, 1335, Centro, São Paulo - SP - 66659-700";"1533,3251"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Av. Brasil, 3495, Jardim Europa, Belo Horizonte - MG - 52879-896";"957,6745"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Centro";"Av. da Praia, 1799, Centro, Curitiba - PR - 27187-567";"1787,2667"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Centro";"Av. João Pessoa, 3983, Estoril, Curitiba - PR - 25253-384";"1795,1784"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Outlet";"Rua Primeiro de Maio, 178, Industrial, Belo Horizonte - MG - 66012-918";"964,3635"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Premium";"Praça da Sé, 3483, Vila Rica, Curitiba - PR - 12042-816";"1786,0869"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Premium";"Av. da Praia, 2560, São Cristóvão, Porto Alegre - RS - 29222-663";"2301,7785"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Centro";"Praça da Sé, 1888, Boa Vista, Salvador - BA - 29532-598";"7,1208"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Centro";"Rua Direita, 3801, Jardim Europa, São Paulo - SP - 92897-400";"1455,5059"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Express";"Av. João Pessoa, 4815, Vila Rica, Rio de Janeiro - RJ - 90909-962";"1206,8030"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Premium";"Av. Goiás, 3582, Santa Mônica, Belo Horizonte - MG - 43508-735";"960,3341"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Centro";"Av. Goiás, 3376, Jardim América, Curitiba - PR - 31826-968";"1785,8207"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Outlet";"Rua José Bonifácio, 3490, Vila Rica, Rio de Janeiro - RJ - 71148-651";"1212,2351"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Shopping";"Av. Goiás, 2359, Vila Rica, Salvador - BA - 52899-727";"718,8752"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Outlet";"Av. da Praia, 742, Santa Mônica, São Paulo - SP - 55580-343";"1476,4861"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Premium";"Rua José Bonifácio, 3163, São Cristóvão, São Paulo - SP - 21882-343";"1445,4953"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Rua José Bonifácio, 3136, Industrial, Salvador - BA - 82368-562";"10,2935"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Outlet";"Rua Marechal Floriano, 3499, Industrial, Belo Horizonte - MG - 19219-493";"956,7491"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Rua Direita, 4671, Jardim Europa, Rio de Janeiro - RJ - 42088-953";"1128,5621"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Av. da Praia, 1087, Cidade Nova, Salvador - BA - 23883-191";"5,5905"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Outlet";"Av. da Praia, 4141, Centro, Porto Alegre - RS - 15925-331";"2305,7303"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Rua Direita, 4223, São Cristóvão, Salvador - BA - 30923-308";"14,1582"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Premium";"Av. da Praia, 132, Santa Mônica, Porto Alegre - RS - 10629-648";"2304,1053"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Premium";"Rua Marechal Floriano, 179, Jardim Europa, Rio de Janeiro - RJ - 67992-402";"1203,1385"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Premium";"Av. João Pessoa, 1165, Santa Mônica, Salvador - BA - 68866-847";"96,3441"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Centro";"Rua Direita, 375, Centro, Curitiba - PR - 79719-887";"1787,2667"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Av. Goiás, 3014, Centro, Salvador - BA - 59743-353";"7,5421"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Outlet";"Av. da Praia, 2338, Jardim Europa, Belo Horizonte - MG - 79608-549";"957,6745"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Express";"Av. Brasil, 4550, Jardim Europa, Porto Alegre - RS - 64330-876";"2300,8016"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Shopping";"Av. Paulista, 1463, Santa Mônica, Rio de Janeiro - RJ - 11791-768";"1215,1233"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Outlet";"Av. da Praia, 4748, Centro, Salvador - BA - 53078-295";"7,7711"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Shopping";"Av. Paulista, 3547, Santa Mônica, Curitiba - PR - 45074-775";"1794,1278"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Centro";"Av. Brasil, 4926, Boa Vista, Porto Alegre - RS - 58515-612";"2300,7371"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Outlet";"Rua Primeiro de Maio, 511, Santa Mônica, Curitiba - PR - 59677-738";"1794,2333"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Centro";"Av. João Pessoa, 70, Boa Vista, Belo Horizonte - MG - 55581-619";"961,9420"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Centro";"Av. Paulista, 3464, Santa Mônica, Salvador - BA - 41373-671";"8,3353"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Centro";"Rua José Bonifácio, 3107, Santa Mônica, Curitiba - PR - 30858-533";"1786,6664"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Centro";"Rua Marechal Floriano, 4261, Boa Vista, Porto Alegre - RS - 46255-124";"2282,7705"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Rua Direita, 2512, Estoril, São Paulo - SP - 65485-211";"1468,6099"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Express";"Av. da Praia, 3346, Vila Rica, Salvador - BA - 72246-512";"7,7658"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Premium";"Rua Direita, 1676, Santa Mônica, Porto Alegre - RS - 50039-668";"2300,6871"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Unidade Outlet";"Rua Marechal Floriano, 4433, São Cristóvão, Belo Horizonte - MG - 28695-443";"956,7491"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Express";"Rua Direita, 2487, Cidade Nova, Rio de Janeiro - RJ - 22188-907";"1210,2583"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Premium";"Rua Primeiro de Maio, 2918, Jardim Europa, Curitiba - PR - 48698-712";"1794,1167"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Rua Direita, 4878, Jardim América, Belo Horizonte - MG - 38232-239";"970,3395"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Centro";"Av. Goiás, 4318, Cidade Nova, Curitiba - PR - 77497-622";"1786,0869"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Outlet";"Rua Direita, 456, Jardim América, Curitiba - PR - 36330-938";"1786,0869"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"MegaStore Centro";"Rua Marechal Floriano, 497, Jardim América, São Paulo - SP - 84893-353";"1421,2373"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Shopping";"Rua Primeiro de Maio, 3093, Centro, Salvador - BA - 21998-578";"12,2860"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Express";"Praça da Sé, 1885, Jardim Europa, Porto Alegre - RS - 10404-480";"2299,8113"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Premium";"Rua Marechal Floriano, 2022, Santa Mônica, Belo Horizonte - MG - 23831-829";"956,7491"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Shopping";"Praça da Sé, 3085, Estoril, Curitiba - PR - 25441-412";"1786,0869"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Outlet";"Rua Direita, 2399, Centro, São Paulo - SP - 76908-721";"1455,5198"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Loja Outlet";"Av. Brasil, 4659, Cidade Nova, Salvador - BA - 92230-592";"5,5905"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Shopping";"Av. Brasil, 3938, Cidade Nova, Porto Alegre - RS - 73503-789";"2300,8016"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Ponto de Venda Centro";"Av. Brasil, 3297, Santa Mônica, São Paulo - SP - 88093-467";"1456,1556"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Outlet";"Av. Paulista, 4385, São Cristóvão, Rio de Janeiro - RJ - 89505-855";"1210,2758"
"Lucas Gomes";"Rua Amazonas, 1746, Barra da Tijuca, Salvador - BA - 74137-904";"Filial Express";"Praça da Sé, 4199, Santa Mônica, Curitiba - PR - 52163-944";"1786,0869"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"MegaStore Shopping";"Rua Direita, 4532, Industrial, Salvador - BA - 96088-292";"985,2536"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Shopping";"Rua Marechal Floriano, 664, Industrial, Belo Horizonte - MG - 94718-480";"14,5750"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Centro";"Av. Goiás, 3547, Boa Vista, São Paulo - SP - 96021-880";"488,2502"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Outlet";"Rua Primeiro de Maio, 4332, Jardim Europa, Rio de Janeiro - RJ - 89454-431";"341,7483"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Outlet";"Av. João Pessoa, 4134, Industrial, Belo Horizonte - MG - 91955-239";"6,8109"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Shopping";"Praça da Sé, 1490, Jardim América, Belo Horizonte - MG - 44437-275";"3,8263"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Express";"Av. João Pessoa, 4069, Jardim América, Salvador - BA - 60696-715";"1893,2168"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Express";"Av. Paulista, 3360, Cidade Nova, Curitiba - PR - 67263-526";"815,7806"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Express";"Av. Brasil, 265, Vila Rica, Rio de Janeiro - RJ - 74715-351";"330,3446"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"MegaStore Shopping";"Rua Primeiro de Maio, 4913, Industrial, Porto Alegre - RS - 12239-546";"1343,9459"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Express";"Av. Paulista, 2141, Jardim América, Rio de Janeiro - RJ - 25833-530";"328,7850"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Shopping";"Rua Direita, 2037, Santa Mônica, Porto Alegre - RS - 12184-133";"1337,7569"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"MegaStore Premium";"Rua Marechal Floriano, 2237, Estoril, Salvador - BA - 48333-446";"966,9009"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Outlet";"Rua José Bonifácio, 4827, Centro, São Paulo - SP - 87114-549";"486,2372"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Express";"Av. da Praia, 4425, Cidade Nova, São Paulo - SP - 85287-158";"507,3889"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Ponto de Venda Outlet";"Rua Marechal Floriano, 3266, Vila Rica, Rio de Janeiro - RJ - 28998-401";"329,3289"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Outlet";"Av. Brasil, 4363, São Cristóvão, Curitiba - PR - 79704-384";"1118,8525"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Shopping";"Rua Primeiro de Maio, 584, Centro, Curitiba - PR - 96845-846";"823,8689"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"MegaStore Express";"Av. Paulista, 4736, Cidade Nova, Salvador - BA - 86467-840";"976,2281"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Premium";"Av. Paulista, 2636, Jardim Europa, Salvador - BA - 66695-793";"976,2281"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Shopping";"Av. Paulista, 4485, Vila Rica, Rio de Janeiro - RJ - 52118-520";"318,9086"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Ponto de Venda Centro";"Rua Direita, 200, Jardim Europa, Curitiba - PR - 80016-948";"815,7806"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Express";"Praça da Sé, 2215, São Cristóvão, Curitiba - PR - 75665-892";"819,7008"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Express";"Av. da Praia, 2616, Centro, Belo Horizonte - MG - 61220-847";"6,8112"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"MegaStore Centro";"Rua Primeiro de Maio, 775, Cidade Nova, São Paulo - SP - 49885-210";"483,1248"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Premium";"Rua Marechal Floriano, 1594, Vila Rica, Rio de Janeiro - RJ - 72783-244";"326,9795"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Shopping";"Av. Paulista, 4901, Vila Rica, Salvador - BA - 51307-333";"976,2281"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Premium";"Av. Paulista, 4806, Jardim América, Rio de Janeiro - RJ - 20122-758";"328,7850"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Express";"Av. Paulista, 2628, Santa Mônica, Rio de Janeiro - RJ - 25785-465";"292,6968"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Ponto de Venda Outlet";"Rua Direita, 3673, Industrial, São Paulo - SP - 45233-382";"486,0949"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Filial Express";"Av. Brasil, 4772, Vila Rica, Belo Horizonte - MG - 94206-670";"6,9704"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Outlet";"Av. Brasil, 737, Estoril, Porto Alegre - RS - 39791-859";"1334,4105"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Express";"Av. Goiás, 2828, Jardim Europa, Curitiba - PR - 79150-343";"820,8751"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Outlet";"Rua Direita, 4474, Centro, São Paulo - SP - 95416-100";"486,1044"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"MegaStore Outlet";"Rua Direita, 729, Boa Vista, Salvador - BA - 84876-218";"985,2536"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Unidade Express";"Av. João Pessoa, 2561, Vila Rica, Salvador - BA - 53827-722";"974,8321"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Express";"Av. Brasil, 3849, Vila Rica, São Paulo - SP - 43536-617";"482,8107"
"Paula Santos";"Rua XV de Novembro, 2614, Boa Viagem, Belo Horizonte - MG - 97723-215";"Loja Centro";"Rua Direita, 2101, São Cristóvão, Salvador - BA - 27282-203";"984,7178"
